OBJECTID,average_temperature,tropical_night,heat_wave,elder_dens,receiver,green_area
377,13.700000,11.800000,15.400000,0.02601074008,393.000000,40864.33188000000
378,13.300000,8.700000,12.600000,0.02552565030,373.000000,0.00000000000
379,13.300000,8.800000,12.700000,0.02905857398,541.000000,0.00000000000
380,13.200000,7.900000,12.300000,0.03020295140,1021.000000,0.00000000000
381,13.200000,7.700000,12.100000,0.02434296996,890.000000,4511.05087056000
382,13.600000,11.300000,15.600000,0.01949434904,175.000000,531.59467119500
383,14.000000,14.400000,16.200000,0.01634124361,390.000000,5491.33189981000
384,13.600000,11.500000,15.600000,0.03086522098,5.000000,34777.16955860000
385,13.500000,10.100000,15.300000,0.02476133264,599.000000,8775.46836162000
386,13.900000,13.500000,15.700000,0.01559377616,337.000000,134.80744983300
387,13.800000,12.200000,15.300000,0.02703819989,234.000000,3149.89749472000
388,14.000000,14.100000,16.600000,0.01594592710,622.000000,2489.64489987000
389,13.900000,13.500000,15.800000,0.01477450054,688.000000,34879.99355690000
390,13.600000,11.300000,15.000000,0.02330554962,276.000000,25590.84199169990
391,13.900000,13.500000,16.400000,0.08453478254,2.000000,34972.61900720000
392,13.500000,9.900000,13.600000,0.02289806455,311.000000,0.00000000000
393,13.500000,10.800000,14.300000,0.02129646240,193.000000,1372.58620310000
394,13.600000,11.900000,15.200000,0.06308479333,42.000000,10776.07744870000
395,13.400000,10.400000,13.700000,0.02531785904,949.000000,8353.01455233000
396,13.900000,13.900000,15.900000,0.01668946800,464.000000,22480.83754850000
397,13.900000,13.500000,16.000000,0.09580930346,25.000000,10557.46519750000
398,14.000000,14.400000,16.500000,0.03260582069,19.000000,31037.10602380000
399,13.900000,13.900000,15.600000,0.04704570161,4.000000,24006.06739240000
400,13.800000,13.600000,15.600000,0.03827126534,14.000000,50451.93138100000
401,14.000000,14.400000,16.500000,0.05791620538,28.000000,18355.21208760000
402,13.200000,8.000000,17.300000,0.03729400531,970.000000,917.37699554900
403,13.100000,7.500000,18.200000,0.01249166301,184.000000,30757.05991060000
404,13.100000,7.700000,18.700000,0.03227375472,250.000000,1264.93715809000
405,13.100000,7.500000,18.400000,0.02939595952,136.000000,207.62211441500
406,13.200000,8.200000,20.700000,0.02227784558,231.000000,0.00000000000
407,13.200000,8.100000,19.200000,0.01410278888,475.000000,4082.95671885000
408,13.300000,8.900000,16.300000,0.03582814901,88.000000,19894.22865940000
409,13.200000,8.300000,19.500000,0.02807885116,83.000000,4366.39300700000
410,13.200000,8.100000,17.900000,0.02331797988,862.000000,10.17757923060
411,13.300000,9.000000,16.300000,0.02595286106,960.000000,993.13871167000
412,13.400000,9.300000,14.300000,0.02535863247,170.000000,9260.25205469000
413,13.300000,8.900000,14.300000,0.02060524034,667.000000,0.00000000000
414,13.500000,10.000000,15.500000,0.01975391612,357.000000,2130.34912116000
415,13.400000,9.000000,14.200000,0.02232001282,77.000000,3738.98893421000
416,13.300000,8.500000,16.100000,0.02428898673,445.000000,2765.20132684000
417,13.100000,7.700000,18.400000,0.02176093943,1345.000000,142.96504197200
418,13.300000,9.100000,15.800000,0.02205334295,1299.000000,12930.28737370000
419,13.200000,8.300000,17.800000,0.02451372976,895.000000,1520.48721584000
